color_id,color_hex,color_name,color_type
3151,#6C645F,Embarcadero de Piedra - 95YR 16/038,Soft Neutros Cálidos
3152,#676162,Gris Generoso - 38RR 15/026,Soft Neutros Cálidos
3153,#66605C,Medianoche - 50YR 13/032,Soft Neutros Cálidos
3154,#696155,Ardilla Gris - 30YY 14/070,Soft Neutros Cálidos
3155,#5F5654,Sombras de Acero - 16YR 12/037,Soft Neutros Cálidos
3156,#555656,Ágata de Islandia - 00NN 13/000,Soft Neutros Cálidos
3157,#53504D,Ave de la Tormenta - 20YY 11/017,Soft Neutros Cálidos
3158,#534F49,Bosque Negro - 30YY 10/038,Soft Neutros Cálidos
3159,#54494B,Oscuro Desierto - 47RR 10/045,Soft Neutros Cálidos
3160,#4F4E49,Profunda Oscuridad - 64YY 10/021,Soft Neutros Cálidos
3161,#514C47,Humo Espeso - 96YR 09/033,Soft Neutros Cálidos
3162,#4D4A4A,Carbón Ardiente - 62RR 09/009,Soft Neutros Cálidos
3163,#4E4448,Chocolate Amargo - 30RR 08/044,Soft Neutros Cálidos
3164,#48433F,Carbonilla - 91YR 08/025,Soft Neutros Cálidos
3165,#48433F,Carbonilla,Soft Neutros Cálidos
3166,#4A413E,Casa Grande - 50YR 08/038,Soft Neutros Cálidos
3167,#4A413E,Casa Grande,Soft Neutros Cálidos
3168,#4A413E,Clavo de la India - 50YR 08/038,Soft Neutros Cálidos
3169,#4F4532,Caverna Oscura - 40YY 08/107,Soft Neutros Cálidos
3170,#41393B,Intensidad Nocturna - 39RR 07/029,Soft Neutros Cálidos
3171,#3F3934,Lado Negro - 30YY 05/044,Soft Neutros Cálidos
3172,#3F3934,Casa en el Bosque - 30YY 05/044,Soft Neutros Cálidos
